UserId,UserAvgRating,UserVisitCount,UserUniqueAttractions,UserPreferredMode,UserPreferredType
41380,5.0,1,1,Couples,Beach
41382,4.5,2,2,Family,Water Park
41385,5.0,1,1,Couples,Wildlife
41389,4.0,2,2,Couples,Waterfall
41390,4.5,2,2,Couples,Beach
41392,4.0,1,1,Friends,Landmark
41394,5.0,1,1,Family,Volcano
41396,4.0,1,1,Friends,Beach
41398,5.0,1,1,Family,Water Park
41400,4.0,1,1,Family,Wildlife
41401,4.0,1,1,Couples,Beach
41403,4.5,4,2,Couples,Landmark
41406,5.0,1,1,Couples,Beach
41409,3.0,1,1,Couples,Waterfall
41410,4.0,1,1,Couples,Temple
41413,4.0,1,1,Couples,Beach
41414,5.0,1,1,Couples,Beach
41422,4.0,1,1,Couples,Wildlife
41427,5.0,2,2,Family,Beach
41432,5.0,1,1,Family,Wildlife
41442,4.0,5,5,Family,Beach
41443,4.0,2,1,Family,Beach
41445,4.5,2,2,Family,Waterfall
41446,4.0,1,1,Family,Beach
41448,3.0,1,1,Family,Beach
41450,5.0,1,1,Friends,Beach
41456,4.0,1,1,Family,Temple
41457,4.0,1,1,Friends,Wildlife
41458,4.5,2,2,Friends,Landmark
41464,4.0,2,2,Friends,Water Park
41465,3.0,1,1,Family,Temple
41466,3.0,1,1,Couples,Palace
41467,4.0,1,1,Couples,Beach
41470,4.0,6,2,Couples,Volcano
41473,5.0,1,1,Couples,Beach
41474,4.0,1,1,Couples,Temple
41475,4.0,2,2,Friends,Beach
41476,3.0,1,1,Family,Wildlife
41479,3.0,1,1,Family,Beach
41480,3.5,2,2,Couples,Beach
41487,3.5,2,2,Couples,Temple
41494,3.5,2,2,Friends,Landmark
41497,5.0,3,3,Couples,Beach
41498,4.5,2,2,Family,Beach
41502,4.0,1,1,Friends,Beach
41508,5.0,1,1,Family,Wildlife
41509,4.0,1,1,Family,Landmark
41510,5.0,1,1,Family,Water Park
41511,4.0,1,1,Family,Wildlife
41516,5.0,1,1,Family,Beach
41518,4.0,1,1,Family,Wildlife
41524,4.333333333333333,3,1,Couples,Wildlife
41525,4.0,1,1,Couples,Landmark
41528,5.0,1,1,Couples,Temple
41529,2.0,1,1,Couples,Beach
41530,5.0,1,1,Family,Water Park
41531,4.0,1,1,Couples,Wildlife
41532,3.0,1,1,Couples,Beach
41537,5.0,1,1,Couples,Beach
41539,5.0,1,1,Friends,Landmark
41543,4.0,1,1,Family,Landmark
41549,5.0,2,2,Family,Temple
41551,5.0,1,1,Family,Beach
41554,5.0,1,1,Family,Beach
41557,4.0,2,1,Solo,Wildlife
41558,5.0,1,1,Friends,Water Park
41559,4.0,1,1,Couples,Wildlife
41562,4.666666666666667,3,2,Family,Water Park
41564,3.0,1,1,Couples,Museum
41565,4.0,3,2,Solo,Wildlife
41569,5.0,1,1,Business,Water Park
41570,4.0,1,1,Family,Water Park
41571,4.0,1,1,Couples,Wildlife
41572,5.0,1,1,Family,Water Park
41573,5.0,2,1,Family,Water Park
41574,5.0,1,1,Family,Water Park
41575,3.5,2,2,Couples,Landmark
41576,3.0,1,1,Couples,Landmark
41579,5.0,1,1,Family,Beach
41580,5.0,2,2,Friends,Landmark
41587,5.0,1,1,Couples,Wildlife
41588,3.0,1,1,Family,Wildlife
41589,3.75,4,3,Couples,Beach
41590,5.0,1,1,Family,Water Park
41592,4.0,1,1,Couples,Wildlife
41593,5.0,2,1,Family,Water Park
41594,3.0,1,1,Solo,Beach
41598,3.0,1,1,Couples,Palace
41599,5.0,1,1,Family,Water Park
41600,1.0,1,1,Friends,Beach
41602,3.3333333333333335,3,1,Couples,Landmark
41603,5.0,1,1,Friends,Water Park
41605,5.0,2,1,Couples,Wildlife
41607,4.0,1,1,Family,Beach
41612,5.0,1,1,Couples,Temple
41614,5.0,1,1,Couples,Water Park
41617,4.0,1,1,Family,Temple
41620,4.5,2,2,Couples,Temple
41624,5.0,1,1,Couples,Wildlife
41625,3.5,2,2,Family,Landmark
41627,4.666666666666667,3,2,Friends,Wildlife
41629,5.0,1,1,Solo,Wildlife
41631,5.0,2,2,Couples,Landmark
41637,4.0,2,1,Family,Volcano
41638,5.0,1,1,Friends,Temple
41640,3.0,1,1,Friends,Village
41641,5.0,1,1,Couples,Beach
41643,1.0,1,1,Couples,Water Park
41644,2.0,1,1,Couples,Beach
41645,3.0,1,1,Family,Beach
41646,4.0,1,1,Couples,Beach
41650,5.0,1,1,Couples,Water Park
41652,1.0,1,1,Family,Beach
41653,5.0,1,1,Family,Water Park
41654,4.0,1,1,Family,Water Park
41657,4.6,5,3,Couples,Water Park
41659,3.5,2,2,Couples,Beach
41661,1.0,2,2,Couples,Beach
41663,4.0,2,2,Couples,Landmark
41665,4.5,2,2,Family,Water Park
41667,4.666666666666667,3,3,Couples,Temple
41670,5.0,1,1,Couples,Beach
41671,4.0,1,1,Couples,Wildlife
41675,3.5,2,1,Couples,Street/Area
41678,2.0,1,1,Family,Landmark
41679,5.0,1,1,Friends,Beach
41682,5.0,1,1,Couples,Wildlife
41684,4.0,1,1,Couples,Volcano
41686,5.0,2,2,Family,Beach
41687,4.666666666666667,3,3,Solo,Landmark
41693,5.0,1,1,Family,Water Park
41695,3.0,1,1,Couples,Wildlife
41697,3.75,4,3,Couples,Wildlife
41700,5.0,1,1,Solo,Wildlife
41701,5.0,1,1,Couples,Wildlife
41703,4.0,2,1,Family,Wildlife
41707,4.5,2,1,Family,Wildlife
41711,2.0,1,1,Friends,Beach
41712,2.0,1,1,Family,Beach
41714,5.0,1,1,Couples,Wildlife
41717,4.0,1,1,Couples,Waterfall
41719,4.0,2,1,Couples,Beach
41720,3.5,2,2,Couples,Temple
41723,5.0,1,1,Business,Landmark
41725,3.0,1,1,Family,Water Park
41727,3.0,1,1,Couples,Beach
41729,2.5,2,2,Couples,Beach
41734,5.0,2,2,Family,National Park
41736,5.0,2,1,Business,Volcano
41737,5.0,2,1,Family,Palace
41738,4.8,5,1,Family,Museum
41739,5.0,1,1,Couples,Cave
41742,1.0,1,1,Friends,Landmark
41743,5.0,1,1,Friends,National Park
41749,5.0,1,1,Couples,Wildlife
41754,3.0,1,1,Couples,Temple
41757,4.0,1,1,Solo,Volcano
41758,3.0,1,1,Family,Wildlife
41759,4.0,1,1,Family,Beach
41763,2.3333333333333335,3,3,Family,Beach
41775,5.0,1,1,Couples,Wildlife
41776,5.0,1,1,Friends,Landmark
41777,4.5,2,2,Couples,Beach
41783,4.5,2,2,Family,Temple
41785,1.0,1,1,Couples,Museum
41789,4.0,1,1,Couples,Wildlife
41791,4.0,1,1,Couples,Temple
41794,4.0,1,1,Friends,Water Park
41796,5.0,2,1,Couples,Museum
41797,5.0,2,2,Family,Beach
41798,4.0,1,1,Friends,Beach
41803,4.0,1,1,Friends,Water Park
41804,5.0,2,2,Family,Landmark
41807,3.0,2,1,Couples,Volcano
41808,5.0,1,1,Couples,Temple
41810,4.0,1,1,Couples,Temple
41813,5.0,1,1,Family,Beach
41816,5.0,2,2,Couples,Temple
41818,5.0,1,1,Couples,Beach
41819,5.0,2,2,Couples,Water Park
41820,4.0,1,1,Couples,Waterfall
41832,5.0,1,1,Family,Water Park
41834,4.0,1,1,Couples,Waterfall
41837,5.0,1,1,Friends,Wildlife
41838,3.0,1,1,Friends,Waterfall
41839,4.333333333333333,3,2,Couples,Wildlife
41842,4.0,1,1,Family,Water Park
41844,4.0,1,1,Family,Beach
41846,5.0,1,1,Family,Beach
41847,4.0,1,1,Friends,Wildlife
41848,4.0,1,1,Friends,Water Park
41853,5.0,2,2,Couples,Temple
41856,3.0,2,1,Family,Temple
41857,3.0,2,1,Couples,Palace
41862,2.0,1,1,Couples,Beach
41869,5.0,1,1,Family,Water Park
41873,5.0,1,1,Couples,Beach
41880,3.0,1,1,Couples,Beach
41882,5.0,1,1,Couples,Wildlife
41884,4.0,1,1,Couples,Wildlife
41886,4.0,1,1,Friends,Wildlife
41888,4.0,1,1,Couples,Beach
41890,4.0,2,2,Couples,Landmark
41895,4.0,8,2,Couples,Street/Area
41896,1.0,1,1,Family,Wildlife
41902,3.0,1,1,Couples,Beach
41905,4.0,1,1,Family,Palace
41907,5.0,1,1,Friends,Wildlife
41908,4.333333333333333,3,2,Couples,Wildlife
41909,5.0,1,1,Couples,Beach
41912,5.0,1,1,Friends,Water Park
41915,2.0,1,1,Solo,Beach
41919,5.0,1,1,Couples,Beach
41920,4.333333333333333,3,3,Couples,Landmark
41922,5.0,1,1,Couples,Wildlife
41923,2.0,1,1,Couples,Landmark
41924,5.0,1,1,Couples,Temple
41926,2.0,1,1,Family,Beach
41927,5.0,2,2,Family,Temple
41929,4.666666666666667,3,3,Couples,Beach
41932,4.0,1,1,Friends,Beach
41933,5.0,1,1,Family,Water Park
41939,5.0,1,1,Couples,Beach
41940,5.0,1,1,Friends,Beach
41943,3.0,1,1,Business,Wildlife
41946,2.0,1,1,Couples,Beach
41948,5.0,1,1,Couples,Wildlife
41949,5.0,1,1,Family,Water Park
41953,4.0,2,2,Couples,Beach
41958,5.0,1,1,Couples,Temple
41964,4.0,1,1,Couples,Water Park
41966,4.5,2,1,Couples,Cultural Show
41969,3.0,1,1,Couples,Beach
41972,5.0,1,1,Family,Beach
41973,4.0,1,1,Friends,Wildlife
41978,4.0,1,1,Couples,Water Park
41979,5.0,1,1,Couples,Wildlife
41980,5.0,1,1,Family,Wildlife
41983,4.25,4,4,Friends,Temple
41984,4.5,2,2,Family,Beach
41990,3.3333333333333335,3,2,Family,Landmark
41994,4.5,2,2,Couples,Water Park
41997,3.0,1,1,Couples,Beach
41998,5.0,1,1,Couples,Wildlife
42006,4.5,2,2,Family,Landmark
42011,4.0,2,2,Couples,Beach
42016,5.0,1,1,Family,Water Park
42019,1.0,1,1,Couples,Temple
42026,1.0,2,1,Couples,Palace
42027,5.0,1,1,Couples,Wildlife
42032,1.0,1,1,Business,Street/Area
42037,4.0,1,1,Couples,Wildlife
42038,4.0,1,1,Couples,Wildlife
42040,4.0,1,1,Friends,Beach
42043,5.0,1,1,Family,Wildlife
42044,4.0,2,2,Friends,Temple
42047,5.0,1,1,Couples,Wildlife
42048,5.0,1,1,Family,Beach
42050,4.5,6,3,Family,Water Park
42052,2.0,1,1,Family,Beach
42054,1.0,1,1,Couples,Beach
42057,5.0,3,3,Couples,Landmark
42059,5.0,1,1,Family,Beach
42060,5.0,1,1,Solo,Beach
42063,5.0,1,1,Couples,Temple
42064,4.0,1,1,Friends,Water Park
42065,3.0,5,1,Family,Street/Area
42066,5.0,1,1,Couples,Landmark
42068,3.5,2,2,Family,Temple
42072,5.0,1,1,Family,Water Park
42074,4.5,2,1,Couples,Water Park
42076,4.0,5,5,Couples,Temple
42078,5.0,1,1,Couples,Landmark
42079,2.5,2,2,Couples,Beach
42080,4.0,3,3,Friends,Temple
42083,4.5,2,2,Couples,Temple
42087,3.0,2,1,Solo,Landmark
42089,5.0,1,1,Family,Wildlife
42092,5.0,2,2,Couples,Beach
42094,5.0,1,1,Couples,Wildlife
42106,4.0,1,1,Family,Wildlife
42109,3.0,1,1,Family,Waterfall
42111,4.0,1,1,Couples,Beach
42112,4.0,1,1,Couples,Landmark
42113,5.0,1,1,Couples,Water Park
42115,3.5,2,2,Friends,Beach
42116,5.0,1,1,Couples,Beach
42122,4.0,2,1,Friends,Temple
42124,4.0,1,1,Friends,Beach
42126,4.0,1,1,Couples,Temple
42128,5.0,1,1,Family,Temple
42130,4.0,1,1,Friends,Water Park
42131,3.6666666666666665,3,1,Couples,Museum
42134,5.0,1,1,Friends,Water Park
42139,3.0,2,2,Friends,Beach
42140,5.0,1,1,Couples,Wildlife
42141,4.0,3,3,Friends,Beach
42144,4.0,2,2,Family,Beach
42146,5.0,1,1,Couples,Beach
42147,5.0,1,1,Couples,Beach
42152,5.0,1,1,Friends,Temple
42153,5.0,1,1,Solo,National Park
42154,4.666666666666667,3,3,Family,Beach
42156,5.0,1,1,Couples,Temple
42159,4.0,6,4,Couples,Temple
42161,2.0,3,2,Solo,Landmark
42167,5.0,1,1,Couples,Beach
42169,5.0,1,1,Couples,Landmark
42173,5.0,1,1,Couples,Landmark
42176,5.0,1,1,Couples,Beach
42177,5.0,1,1,Couples,Beach
42178,5.0,1,1,Couples,Temple
42181,4.5,2,2,Family,Waterfall
42184,4.0,1,1,Friends,Wildlife
42189,5.0,1,1,Friends,Water Park
42191,4.5,2,1,Family,Water Park
42192,4.0,1,1,Couples,Water Park
42197,5.0,1,1,Family,Water Park
42200,3.0,1,1,Friends,Beach
42201,5.0,1,1,Friends,Museum
42205,4.0,1,1,Couples,Wildlife
42206,3.0,2,1,Family,Temple
42210,4.0,1,1,Friends,Water Park
42214,4.0,1,1,Couples,Temple
42217,5.0,1,1,Family,Temple
42218,4.0,1,1,Couples,Temple
42221,5.0,1,1,Solo,Beach
42222,4.333333333333333,3,1,Family,Volcano
42223,3.772727272727273,22,1,Friends,Street/Area
42226,4.0,1,1,Friends,Water Park
42227,5.0,1,1,Couples,Temple
42228,4.0,1,1,Couples,Wildlife
42232,3.0,1,1,Couples,Wildlife
42234,3.6666666666666665,3,3,Couples,Beach
42236,4.5,2,2,Couples,Waterfall
42237,2.0,1,1,Family,Waterfall
42238,2.0,1,1,Couples,Beach
42244,4.0,1,1,Family,Wildlife
42246,4.5,2,1,Couples,Wildlife
42247,5.0,1,1,Family,Beach
42248,4.0,1,1,Couples,Wildlife
42249,5.0,1,1,Couples,Waterfall
42251,5.0,1,1,Solo,Wildlife
42254,1.0,1,1,Family,Wildlife
42255,5.0,1,1,Family,Beach
42256,5.0,1,1,Couples,Wildlife
42259,4.5,2,2,Family,Landmark
42262,5.0,1,1,Family,Water Park
42265,5.0,1,1,Couples,Temple
42266,5.0,1,1,Couples,Museum
42271,3.0,2,2,Friends,Beach
42272,4.0,1,1,Friends,Wildlife
42273,3.0,2,2,Couples,Beach
42275,2.0,1,1,Friends,Street/Area
42276,3.0,2,2,Couples,Landmark
42277,4.0,1,1,Couples,Beach
42278,5.0,1,1,Family,Wildlife
42279,5.0,1,1,Solo,Water Park
42281,5.0,1,1,Family,Water Park
42282,4.0,2,2,Solo,Beach
42283,5.0,1,1,Friends,Wildlife
42284,4.0,1,1,Solo,Wildlife
42285,4.0,1,1,Friends,Temple
42290,4.0,2,1,Friends,Landmark
42293,4.0,2,1,Couples,Wildlife
42297,5.0,1,1,Solo,Wildlife
42301,4.0,1,1,Family,Landmark
42305,5.0,1,1,Family,Water Park
42307,3.25,4,4,Couples,Beach
42309,5.0,1,1,Family,National Park
42310,4.0,1,1,Couples,Landmark
42311,5.0,1,1,Couples,Wildlife
42313,5.0,1,1,Couples,Wildlife
42315,3.0,3,2,Couples,Wildlife
42317,5.0,2,1,Couples,Water Park
42318,5.0,1,1,Family,Water Park
42319,5.0,1,1,Couples,Water Park
42320,4.0,1,1,Friends,Temple
42328,5.0,1,1,Friends,Water Park
42329,4.0,2,1,Solo,Wildlife
42331,4.125,8,5,Friends,Beach
42333,4.0,1,1,Solo,Beach
42334,1.0,1,1,Family,Water Park
42336,5.0,1,1,Family,Cultural Show
42339,5.0,1,1,Family,Wildlife
42342,4.0,1,1,Family,Beach
42343,5.0,1,1,Couples,Landmark
42344,5.0,1,1,Family,Water Park
42347,4.0,1,1,Couples,Beach
42348,5.0,1,1,Couples,Wildlife
42349,5.0,2,2,Friends,Landmark
42350,5.0,1,1,Family,Wildlife
42351,5.0,3,1,Family,Street/Area
42355,3.0,2,2,Friends,Beach
42356,5.0,1,1,Family,Landmark
42363,4.0,1,1,Couples,Beach
42367,4.0,1,1,Family,Palace
42369,4.0,1,1,Couples,Temple
42377,5.0,1,1,Family,Water Park
42378,3.0,1,1,Couples,Landmark
42379,5.0,2,2,Couples,Landmark
42383,3.0,1,1,Friends,Beach
42385,5.0,1,1,Friends,Landmark
42386,4.666666666666667,3,3,Couples,Landmark
42387,3.0,1,1,Friends,Wildlife
42388,4.0,1,1,Couples,Temple
42390,4.666666666666667,3,2,Friends,Wildlife
42399,5.0,1,1,Friends,Water Park
42401,3.0,1,1,Family,Beach
42403,4.5,2,2,Family,Temple
42405,3.0,1,1,Family,Wildlife
42409,5.0,1,1,Family,Water Park
42411,3.0,1,1,Couples,Wildlife
42414,3.0,1,1,Friends,Temple
42416,4.0,1,1,Couples,Water Park
42417,5.0,2,2,Family,Water Park
42419,5.0,1,1,Couples,Temple
42424,4.0,1,1,Family,Water Park
42427,4.0,1,1,Couples,Beach
42428,4.0,1,1,Solo,Beach
42430,5.0,4,4,Couples,Beach
42433,5.0,1,1,Couples,Landmark
42436,5.0,2,1,Friends,Landmark
42442,5.0,1,1,Family,Water Park
42443,5.0,1,1,Solo,Beach
42445,5.0,1,1,Couples,Temple
42449,4.333333333333333,3,3,Couples,Beach
42451,5.0,1,1,Family,Water Park
42458,5.0,1,1,Friends,Wildlife
42462,3.0,2,2,Family,Temple
42464,5.0,1,1,Couples,Waterfall
42465,2.0,1,1,Friends,Street/Area
42466,3.0,2,2,Family,Beach
42467,5.0,1,1,Family,Wildlife
42473,4.0,1,1,Couples,Wildlife
42476,4.5,2,2,Family,Beach
42477,4.0,1,1,Couples,Wildlife
42478,5.0,1,1,Family,Wildlife
42479,3.0,3,3,Family,Beach
42481,5.0,1,1,Friends,Wildlife
42486,4.0,1,1,Family,Wildlife
42487,5.0,1,1,Family,Water Park
42492,5.0,1,1,Couples,Beach
42493,3.5,2,2,Friends,Water Park
42494,4.0,1,1,Friends,Beach
42498,4.0,2,2,Couples,Temple
42500,4.0,1,1,Family,Wildlife
42502,5.0,1,1,Friends,Landmark
42505,3.5,2,1,Solo,Palace
42509,5.0,1,1,Family,Water Park
42510,5.0,4,4,Couples,Beach
42512,4.0,1,1,Couples,Temple
42514,5.0,5,2,Friends,Wildlife
42518,4.0,1,1,Couples,Temple
42520,5.0,1,1,Friends,Beach
42521,4.0,1,1,Couples,Wildlife
42522,2.0,1,1,Solo,Beach
42526,5.0,1,1,Family,Beach
42528,5.0,1,1,Friends,Beach
42529,5.0,1,1,Family,Water Park
42531,4.0,1,1,Couples,Palace
42533,4.0,1,1,Solo,Wildlife
42535,4.0,1,1,Friends,Wildlife
42537,3.0,1,1,Couples,Wildlife
42538,2.0,1,1,Friends,Cultural Show
42540,3.8,5,2,Friends,Volcano
42541,4.5,2,2,Friends,Temple
42542,5.0,1,1,Friends,Water Park
42544,4.25,4,3,Couples,Beach
42546,5.0,1,1,Family,Temple
42548,5.0,1,1,Solo,Beach
42550,4.0,1,1,Family,Water Park
42552,5.0,2,2,Friends,Beach
42554,3.0,1,1,Couples,Wildlife
42557,5.0,1,1,Friends,Water Park
42558,4.0,1,1,Friends,Beach
42559,5.0,1,1,Family,Wildlife
42560,5.0,1,1,Family,Water Park
42563,5.0,1,1,Couples,Wildlife
42564,2.0,1,1,Couples,Beach
42567,4.0,2,1,Family,Water Park
42572,5.0,2,1,Family,Wildlife
42573,4.25,4,4,Friends,Beach
42576,5.0,1,1,Friends,Volcano
42577,3.0,1,1,Solo,Beach
42578,4.0,1,1,Family,Temple
42584,5.0,1,1,Family,Water Park
42585,5.0,1,1,Family,Wildlife
42586,1.0,1,1,Family,Landmark
42588,3.0,1,1,Couples,Temple
42590,5.0,1,1,Family,Water Park
42591,5.0,1,1,Couples,Wildlife
42598,5.0,1,1,Family,Water Park
42600,4.5,2,1,Family,Volcano
42604,5.0,1,1,Friends,Temple
42610,3.0,1,1,Couples,Wildlife
42612,4.25,4,3,Couples,Wildlife
42615,5.0,1,1,Couples,Wildlife
42618,3.0,1,1,Friends,Landmark
42619,5.0,1,1,Couples,Landmark
42626,5.0,1,1,Friends,Water Park
42628,5.0,1,1,Family,Water Park
42629,3.5,2,2,Couples,Beach
42631,2.5,2,2,Couples,Landmark
42633,4.0,2,2,Couples,Temple
42635,3.0,1,1,Solo,Volcano
42636,4.0,1,1,Family,Beach
42637,1.0,1,1,Couples,Beach
42641,5.0,1,1,Family,Water Park
42643,4.0,1,1,Friends,Temple
42646,4.0,1,1,Friends,Temple
42648,3.0,1,1,Solo,Temple
42651,4.0,1,1,Family,Wildlife
42654,5.0,1,1,Family,Temple
42656,5.0,2,2,Couples,Temple
42662,3.0,2,2,Couples,Beach
42663,5.0,1,1,Solo,Wildlife
42664,5.0,1,1,Couples,Wildlife
42667,5.0,1,1,Couples,Wildlife
42669,5.0,1,1,Family,Temple
42672,4.0,1,1,Family,Wildlife
42673,5.0,5,5,Business,Beach
42676,5.0,1,1,Solo,Temple
42680,5.0,2,1,Friends,Wildlife
42682,4.0,1,1,Couples,Beach
42692,4.0,1,1,Couples,Beach
42697,5.0,1,1,Friends,Wildlife
42698,4.75,4,3,Couples,Wildlife
42699,3.0,3,2,Couples,Wildlife
42704,1.0,1,1,Couples,Beach
42705,4.5,2,2,Solo,Landmark
42707,4.0,1,1,Couples,Wildlife
42709,5.0,1,1,Couples,Landmark
42711,4.333333333333333,3,3,Couples,Beach
42712,5.0,1,1,Couples,Water Park
42713,4.0,1,1,Solo,Wildlife
42714,5.0,1,1,Couples,Wildlife
42717,4.0,1,1,Couples,Temple
42723,4.0,1,1,Friends,Wildlife
42733,4.0,1,1,Couples,Temple
42735,2.0,2,2,Family,Beach
42736,3.0,1,1,Solo,Temple
42740,4.0,1,1,Couples,Wildlife
42746,3.5,2,2,Couples,Beach
42747,5.0,3,3,Couples,Beach
42752,4.0,1,1,Solo,Wildlife
42755,5.0,2,1,Friends,Wildlife
42756,5.0,1,1,Couples,Wildlife
42757,5.0,1,1,Friends,Water Park
42761,4.0,1,1,Couples,Wildlife
42765,4.5,2,2,Family,Water Park
42767,5.0,1,1,Couples,Wildlife
42768,3.0,1,1,Couples,Landmark
42772,3.0,1,1,Couples,Beach
42773,4.333333333333333,3,3,Couples,Landmark
42774,4.0,1,1,Couples,Temple
42776,5.0,2,1,Couples,Water Park
42777,4.0,1,1,Friends,Wildlife
42778,3.0,1,1,Couples,Beach
42788,4.0,1,1,Family,Wildlife
42790,5.0,1,1,Couples,Wildlife
42793,4.0,1,1,Couples,Wildlife
42795,4.5,2,2,Friends,Temple
42799,5.0,1,1,Couples,Wildlife
42801,4.0,5,4,Couples,Beach
42802,5.0,1,1,Family,Wildlife
42803,5.0,1,1,Friends,Wildlife
42806,4.0,1,1,Friends,Water Park
42808,5.0,1,1,Couples,Water Park
42810,5.0,1,1,Solo,Wildlife
42812,5.0,1,1,Couples,Wildlife
42813,5.0,1,1,Couples,Beach
42815,4.0,1,1,Family,Temple
42817,4.666666666666667,3,3,Couples,Landmark
42825,3.0,1,1,Couples,Wildlife
42828,4.0,1,1,Friends,Beach
42830,1.75,4,3,Couples,Wildlife
42831,4.0,1,1,Friends,Temple
42832,4.0,1,1,Family,Water Park
42833,4.5,2,2,Couples,Beach
42834,3.5,2,2,Friends,Waterfall
42836,4.0,1,1,Couples,Wildlife
42838,5.0,1,1,Family,Temple
42839,3.6666666666666665,3,3,Couples,Landmark
42842,4.0,1,1,Couples,Wildlife
42846,4.0,2,1,Friends,Palace
42847,4.5,6,2,Couples,Landmark
42850,5.0,1,1,Couples,Wildlife
42852,3.4,5,2,Couples,Wildlife
42854,5.0,2,1,Family,Water Park
42858,4.0,1,1,Solo,Wildlife
42860,4.0,1,1,Family,Landmark
42862,4.0,1,1,Couples,Beach
42864,4.0,1,1,Couples,Wildlife
42865,4.0,1,1,Friends,Beach
42866,3.0,1,1,Couples,Wildlife
42868,4.0,1,1,Couples,Beach
42874,3.5,2,1,Solo,Volcano
42877,5.0,1,1,Family,Water Park
42880,4.0,1,1,Couples,Wildlife
42882,1.0,1,1,Couples,Beach
42883,4.0,2,2,Solo,Beach
42890,3.3333333333333335,3,3,Family,Beach
42891,1.0,1,1,Couples,Landmark
42892,4.0,2,2,Family,Beach
42895,5.0,1,1,Couples,Beach
42897,5.0,1,1,Couples,Water Park
42907,4.0,1,1,Family,Landmark
42908,4.5,2,2,Couples,Temple
42909,4.0,1,1,Friends,Wildlife
42913,5.0,2,1,Couples,Wildlife
42914,4.0,2,1,Couples,Temple
42917,4.5,2,2,Couples,Temple
42918,5.0,1,1,Friends,Beach
42921,4.0,1,1,Couples,Wildlife
42929,4.0,1,1,Friends,Street/Area
42934,4.0,1,1,Friends,Landmark
42941,1.0,1,1,Couples,Wildlife
42942,5.0,1,1,Family,Beach
42944,5.0,1,1,Family,Water Park
42945,4.0,2,2,Family,Beach
42947,4.0,2,2,Couples,Waterfall
42950,4.5,2,1,Friends,Palace
42952,4.0,1,1,Family,Water Park
42955,5.0,1,1,Solo,Beach
42956,4.0,1,1,Friends,Landmark
42958,5.0,1,1,Family,Water Park
42961,2.0,1,1,Friends,Temple
42965,4.0,1,1,Family,Beach
42968,5.0,1,1,Friends,Temple
42970,4.0,1,1,Couples,Wildlife
42974,2.0,1,1,Couples,Wildlife
42977,5.0,1,1,Friends,Temple
42979,4.0,1,1,Couples,Museum
42985,5.0,1,1,Friends,Beach
42986,4.625,8,7,Friends,Beach
42992,5.0,1,1,Couples,Landmark
42994,4.0,1,1,Family,Landmark
42996,4.0,1,1,Family,Temple
43004,4.0,1,1,Couples,Cave
43005,5.0,2,2,Family,Landmark
43007,5.0,2,2,Couples,Temple
43010,5.0,2,2,Couples,Landmark
43011,5.0,2,1,Solo,Wildlife
43013,5.0,3,2,Family,Temple
43016,5.0,1,1,Family,Water Park
43024,5.0,1,1,Business,Temple
43028,5.0,1,1,Family,Water Park
43032,4.0,2,2,Family,Waterfall
43033,5.0,1,1,Family,Temple
43039,4.0,1,1,Family,Landmark
43044,5.0,1,1,Couples,Beach
43050,4.0,2,2,Solo,Landmark
43051,5.0,1,1,Friends,Temple
43055,5.0,1,1,Friends,Water Park
43057,3.6666666666666665,3,3,Friends,Landmark
43058,5.0,1,1,Couples,Wildlife
43061,5.0,1,1,Friends,Beach
43062,4.666666666666667,3,3,Family,Beach
43063,2.0,2,2,Couples,Landmark
43065,5.0,1,1,Family,Water Park
43067,5.0,1,1,Couples,Landmark
43070,5.0,1,1,Couples,Volcano
43072,3.5,2,2,Couples,Waterfall
43076,5.0,1,1,Couples,Beach
43079,5.0,1,1,Friends,National Park
43082,4.0,2,2,Couples,Landmark
43084,5.0,1,1,Couples,Beach
43085,5.0,2,2,Couples,Landmark
43089,5.0,2,1,Family,Wildlife
43090,5.0,1,1,Friends,Beach
43093,4.0,1,1,Friends,Wildlife
43094,5.0,3,2,Solo,Landmark
43095,2.0,2,1,Couples,Temple
43100,2.0,1,1,Couples,Beach
43103,4.0,2,1,Family,Wildlife
43104,5.0,2,2,Couples,Beach
43107,5.0,1,1,Solo,Wildlife
43109,5.0,1,1,Couples,Temple
43111,3.0,3,3,Couples,Temple
43121,4.5,2,1,Couples,Beach
43123,4.0,3,3,Couples,Landmark
43127,4.5,2,1,Couples,Beach
43130,5.0,1,1,Family,Water Park
43131,5.0,1,1,Couples,Wildlife
43132,5.0,1,1,Couples,Wildlife
43133,4.25,4,4,Couples,Beach
43136,5.0,1,1,Couples,Wildlife
43138,5.0,1,1,Couples,Wildlife
43139,4.0,2,2,Couples,Beach
43140,5.0,1,1,Couples,Wildlife
43142,4.0,1,1,Couples,Wildlife
43145,5.0,1,1,Family,Water Park
43147,5.0,2,2,Couples,Landmark
43152,4.0,1,1,Couples,Wildlife
43153,2.0,1,1,Solo,Palace
43155,5.0,2,2,Family,Landmark
43156,4.0,2,2,Couples,Beach
43161,3.0,1,1,Couples,Beach
43164,5.0,1,1,Solo,Beach
43167,4.666666666666667,3,1,Friends,Museum
43168,3.5,2,2,Family,Landmark
43171,1.0,1,1,Couples,Beach
43172,5.0,1,1,Friends,Temple
43173,5.0,1,1,Couples,Beach
43176,4.5,2,1,Solo,Temple
43177,5.0,1,1,Family,Water Park
